('Total Revenue', '281,724,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         954620 function calls (927560 primitive calls) in 4.112 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 ssl.py:1225(send)
        1    0.000    0.000    0.000    0.000 queue.py:316(_PySimpleQueue)
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 models.py:799(iter_content)
        1    0.000    0.000    0.000    0.000 os_manager.py:30(OperationSystemManager)
        1    0.000    0.000    0.004    0.004 driver_cache.py:128(__is_valid)
        1    0.000    0.000    0.003    0.003 _cookiejar.py:1(<module>)
        3    0.000    0.000    0.000    0.000 request.py:2664(getproxies_macosx_sysconf)
        1    0.000    0.000    0.000    0.000 {method 'listen' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _abc.py:476(is_file)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
       29    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
        1    0.000    0.000    0.000    0.000 types.py:276(coroutine)
        1    0.000    0.000    0.000    0.000 script.py:50(RealmInfo)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        8    0.000    0.000    0.000    0.000 parser.py:17(__init__)
       11    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
        1    0.000    0.000    0.000    0.000 chrome.py:11(ChromeDriverManager)
        1    0.000    0.000    0.000    0.000 _abc.py:55(ParserBase)
        1    0.000    0.000    0.000    0.000 functools.py:800(_find_impl)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1297(_cookie_attrs)
        1    0.000    0.000    0.000    0.000 wait.py:95(wait_for_socket)
        3    0.000    0.000    0.000    0.000 {built-in method posix._path_splitroot_ex}
        1    0.000    0.000    0.000    0.000 request.py:397(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:265(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 subprocess.py:478(CompletedProcess)
        1    0.000    0.000    0.000    0.000 account.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _local.py:277(_raw_path)
        1    0.000    0.000    0.000    0.000 chrome.py:12(__init__)
        1    0.000    0.000    0.000    0.000 driver_cache.py:17(DriverCacheManager)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:250(EntryPoints)
        1    0.000    0.000    0.000    0.000 unix_events.py:58(_UnixSelectorEventLoop)
        8    0.000    0.000    0.000    0.000 client.py:1265(_encode_request)
        2    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 platform.py:921(uname_result)
        9    0.000    0.000    0.000    0.000 request.py:578(add_parent)
        2    0.000    0.000    0.000    0.000 webdriver.py:28(WebDriver)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1307(__init__)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:654(DistributionFinder)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:489(NamedNodeMap)
        1    0.000    0.000    0.000    0.000 dialog.py:23(Dialog)
        1    0.000    0.000    0.000    0.000 interaction.py:1(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
        2    0.000    0.000    0.000    0.000 functools.py:930(wrapper)
        2    0.000    0.000    0.000    0.000 models.py:610(prepare_cookies)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4158(Sentinel)
        1    0.000    0.000    0.000    0.000 browsing_context.py:88(BrowsingContextInfo)
        4    0.000    0.000    0.000    0.000 wait.py:74(do_poll)
        3    0.000    0.000    0.000    0.000 __init__.py:71(import_module)
        1    0.000    0.000    0.000    0.000 unix_events.py:639(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 pointer_input.py:27(PointerInput)
        5    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
        1    0.000    0.000    0.000    0.000 __init__.py:124(_getuserbase)
        4    0.000    0.000    0.000    0.000 enum.py:791(__iter__)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 __init__.py:230(is_python_build)
        1    0.000    0.000    0.000    0.000 poolmanager.py:56(PoolKey)
        2    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
        2    0.000    0.000    0.000    0.000 models.py:393(prepare_method)
        2    0.000    0.000    0.000    0.000 _abc.py:130(with_segments)
        1    0.000    0.000    0.000    0.000 options.py:62(Options)
        1    0.000    0.000    0.000    0.000 browser.py:33(ClientWindowInfo)
        1    0.000    0.000    0.000    0.000 by.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1433(_fixupChildren)
        1    0.000    0.000    0.000    0.000 script.py:88(Source)
        1    0.000    0.000    0.000    0.000 permissions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:1(<module>)
        5    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 variables.py:48(Variable)
        1    0.000    0.000    0.000    0.000 __init__.py:133(joinuser)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
        1    0.000    0.000    0.000    0.000 events.py:108(TimerHandle)
        1    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:100(split)
        5    0.000    0.000    0.003    0.001 dataclasses.py:1277(dataclass)
        1    0.000    0.000    0.000    0.000 storage.py:110(CookieFilter)
        2    0.000    0.000    0.000    0.000 socks.py:38(set_self_blocking)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 storage.py:345(Storage)
        1    0.000    0.000    0.000    0.000 minidom.py:361(Attr)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:913(Reader)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        2    0.000    0.000    0.000    0.000 models.py:334(__init__)
        1    0.000    0.000    0.000    0.000 selector_events.py:759(_SelectorTransport)
        2    0.000    0.000    0.000    0.000 adapters.py:396(build_connection_pool_key_attributes)
        1    0.000    0.000    0.000    0.000 errorhandler.py:96(ErrorCode)
        1    0.000    0.000    0.000    0.000 network.py:33(Network)
        1    0.000    0.000    0.000    0.000 parser.py:63(__init__)
        4    0.000    0.000    0.000    0.000 client.py:926(_get_hostport)
        1    0.000    0.000    0.000    0.000 streams.py:180(StreamReaderProtocol)
        3    0.000    0.000    0.000    0.000 inspect.py:3342(signature)
        1    0.000    0.000    0.000    0.000 webextension.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sessions.py:781(get_adapter)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
        2    0.000    0.000    0.000    0.000 request.py:1229(__init__)
        1    0.000    0.000    0.000    0.000 readers.py:64(MultiplexedPath)
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
        2    0.000    0.000    0.000    0.000 driver_cache.py:95(get_os_type)
       17    0.000    0.000    0.000    0.000 typing.py:1807(__eq__)
        6    0.000    0.000    0.000    0.000 typing.py:3119(_get_typeddict_qualifiers)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        4    0.000    0.000    0.000    0.000 adapters.py:140(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        1    0.000    0.000    0.000    0.000 __init__.py:865(ZipExtFile)
        1    0.000    0.000    0.000    0.000 subprocess.py:118(Process)
        4    0.000    0.000    0.000    0.000 typing.py:2503(_strip_annotations)
        1    0.000    0.000    0.000    0.000 __init__.py:196(_safe_realpath)
        1    0.000    0.000    0.000    0.000 calendar.py:330(TextCalendar)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
       17    0.000    0.000    0.000    0.000 timeout.py:227(connect_timeout)
        1    0.000    0.000    0.000    0.000 tarfile.py:605(_FileInFile)
        1    0.000    0.000    0.000    0.000 minidom.py:1384(Entity)
        2    0.000    0.000    0.000    0.000 response.py:126(flush)
        1    0.000    0.000    0.000    0.000 calendar.py:115(_localized_day)
        1    0.000    0.000    0.000    0.000 streams.py:412(StreamReader)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 storage.py:229(PartialCookie)
        1    0.000    0.000    0.009    0.009 webdriver.py:127(execute_cdp_cmd)
        1    0.000    0.000    0.000    0.000 input_device.py:22(InputDevice)
        1    0.000    0.000    0.000    0.000 __init__.py:599(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2216(IPv6Interface)
        1    0.000    0.000    0.000    0.000 message.py:981(MIMEPart)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 options.py:29(__init__)
        2    0.000    0.000    0.000    0.000 ssl_.py:186(resolve_cert_reqs)
        1    0.000    0.000    0.000    0.000 virtual_authenticator.py:40(VirtualAuthenticatorOptions)
        1    0.000    0.000    0.000    0.000 threading.py:674(Barrier)
       27    0.000    0.000    0.000    0.000 dataclasses.py:411(<genexpr>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
       29    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 base_events.py:207(_SendfileFallbackProtocol)
        5    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
       26    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 base_subprocess.py:13(BaseSubprocessTransport)
        4    0.000    0.000    0.000    0.000 cookies.py:358(update)
        1    0.000    0.000    0.000    0.000 proxy.py:250(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:46(BufferedSubFile)
        2    0.000    0.000    0.000    0.000 models.py:630(prepare_hooks)
        2    0.000    0.000    0.000    0.000 utils.py:764(get_proxy)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.000    0.000 calendar.py:194(Calendar)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3841(Format)
        9    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        1    0.000    0.000    0.000    0.000 browsing_context.py:42(NavigationInfo)
        4    0.000    0.000    0.000    0.000 utils.py:733(set_environ)
        1    0.000    0.000    0.000    0.000 mobile.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:164(match)
       27    0.000    0.000    0.000    0.000 dataclasses.py:1111(<genexpr>)
        5    0.000    0.000    0.000    0.000 functools.py:1011(__init__)
        2    0.000    0.000    0.000    0.000 request.py:375(add_unredirected_header)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:553(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _strptime.py:44(LocaleTime)
        1    0.000    0.000    0.000    0.000 calendar.py:77(Day)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1430(IPv4Interface)
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
        1    0.000    0.000    0.002    0.002 _adapters.py:28(get_resource_reader)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        2    0.000    0.000    0.510    0.255 driver_cache.py:151(get_cache_key_driver_version)
        1    0.000    0.000    0.000    0.000 http.py:7(HttpClient)
        1    0.000    0.000    0.000    0.000 fields.py:153(RequestField)
        2    0.000    0.000    0.000    0.000 utils.py:626(unquote_unreserved)
        5    0.000    0.000    0.000    0.000 __init__.py:1750(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 minidom.py:1034(CharacterData)
        5    0.000    0.000    0.000    0.000 response.py:376(get_redirect_location)
        1    0.000    0.000    0.000    0.000 decoder.py:262(JSONDecoder)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1375(_gcd_import)
        1    0.000    0.000    0.000    0.000 parser.py:172(parse_stream)
        1    0.000    0.000    0.000    0.000 driver_finder.py:46(get_browser_path)
        1    0.000    0.000    0.000    0.000 manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        1    0.000    0.000    0.000    0.000 timeouts.py:51(Timeouts)
        1    0.000    0.000    0.000    0.000 print_page_options.py:52(_PageSettingsDescriptor)
        9    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        1    0.000    0.000    0.003    0.003 _common.py:51(files)
        1    0.000    0.000    0.000    0.000 sslproto.py:23(SSLProtocolState)
        1    0.000    0.000    0.000    0.000 browser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log.py:32(ConsoleLogEntry)
        2    0.000    0.000    0.000    0.000 options.py:475(__init__)
        1    0.000    0.000    0.000    0.000 remote_connection.py:25(FirefoxRemoteConnection)
        2    0.000    0.000    0.000    0.000 __init__.py:691(__init__)
       10    0.000    0.000    0.000    0.000 _internal_utils.py:25(to_native_string)
        1    0.000    0.000    0.000    0.000 virtual_authenticator.py:31(Transport)
        1    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
       27    0.000    0.000    0.000    0.000 dataclasses.py:1172(<genexpr>)
        1    0.000    0.000    0.002    0.002 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:34(Node)
        3    0.000    0.000    0.000    0.000 _parser.py:1005(addliteral)
        5    0.000    0.000    0.000    0.000 errorhandler.py:145(check_response)
        2    0.000    0.000    0.000    0.000 inspect.py:2121(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 errorhandler.py:55(ExceptionMapping)
        2    0.000    0.000    0.000    0.000 <frozen os>:1126(__subclasshook__)
       13    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        1    0.000    0.000    0.000    0.000 _common.py:19(package_to_anchor)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 archive.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client_config.py:30(AuthType)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 locks.py:23(Lock)
        1    0.000    0.000    0.000    0.000 proxy.py:23(ProxyTypeFactory)
        4    0.000    0.000    0.000    0.000 copy.py:232(_keep_alive)
        1    0.000    0.000    0.000    0.000 client.py:1454(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 __init__.py:921(Handler)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3579(TypeAliasType)
        1    0.000    0.000    0.000    0.000 element.py:1494(Doctype)
        1    0.000    0.000    0.000    0.000 minidom.py:343(DocumentFragment)
        1    0.000    0.000    0.059    0.059 request.py:499(_open)
        1    0.000    0.000    0.000    0.000 url.py:80(Url)
        1    0.000    0.000    0.001    0.001 client.py:1335(request)
        1    0.000    0.000    0.000    0.000 driver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 virtual_authenticator.py:24(Protocol)
        1    0.000    0.000    0.000    0.000 css.py:44(CSS)
        3    0.000    0.000    0.000    0.000 connection.py:103(allowed_gai_family)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:1223(get_resource_reader)
        1    0.000    0.000    0.000    0.000 locks.py:469(_BarrierState)
       16    0.000    0.000    0.000    0.000 _parser.py:165(__delitem__)
        1    0.000    0.000    0.000    0.000 minicompat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 remote_connection.py:25(SafariRemoteConnection)
        1    0.000    0.000    0.000    0.000 request.py:2135(FancyURLopener)
        1    0.000    0.000    0.000    0.000 __init__.py:241(split)
        1    0.000    0.000    0.000    0.000 __init__.py:815(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 locks.py:476(Barrier)
        4    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        2    0.000    0.000    0.059    0.030 request.py:459(_call_chain)
        1    0.000    0.000    0.000    0.000 options.py:27(PageLoadStrategy)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
        1    0.000    0.000    0.000    0.000 typing.py:3048(NamedTuple)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:312(__init__)
        2    0.000    0.000    0.000    0.000 ssl.py:665(verify_flags)
       18    0.000    0.000    0.000    0.000 typing.py:3004(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 traceback.py:276(FrameSummary)
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:322(decode)
        1    0.000    0.000    0.000    0.000 main.py:67(dict)
        1    0.000    0.000    0.634    0.634 manager.py:34(_get_driver_binary_path)
        1    0.000    0.000    0.000    0.000 _warnings.py:26(MarkupResemblesLocatorWarning)
        1    0.000    0.000    0.000    0.000 domreg.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _common.py:33(wrapper)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 script.py:150(ScriptMessage)
        1    0.000    0.000    0.000    0.000 subprocess.py:2191(send_signal)
        1    0.000    0.000    0.000    0.000 filter.py:43(ElementFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:1342(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:227(_SpecialForm)
        5    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 compat.py:30(_resolve_char_detection)
        1    0.000    0.000    0.000    0.000 probe.py:6(_HTTP2ProbeCache)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        3    0.000    0.000    0.000    0.000 util.py:7(to_bytes)
        1    0.000    0.000    0.000    0.000 tasks.py:570(_AsCompletedIterator)
        1    0.000    0.000    0.000    0.000 typing.py:2078(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 __init__.py:98(register)
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
       10    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.000    0.000 structures.py:76(copy)
        1    0.000    0.000    0.000    0.000 _adapters.py:46(SpecPath)
       37    0.000    0.000    0.000    0.000 inspect.py:2791(kind)
        1    0.000    0.000    0.000    0.000 log.py:53(JavaScriptLogEntry)
        2    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:61(BeautifulSoupHTMLParser)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:515(AddressList)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2835(deprecated)
        9    0.000    0.000    0.000    0.000 typing.py:1230(<genexpr>)
        2    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runners.py:14(_State)
        1    0.000    0.000    0.000    0.000 threading.py:269(Condition)
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       29    0.000    0.000    0.000    0.000 inspect.py:2779(name)
        2    0.000    0.000    0.000    0.000 utils.py:76(join_host_port)
        1    0.000    0.000    0.000    0.000 download_manager.py:21(WDMDownloadManager)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:394(_ASN1Object)
        2    0.000    0.000    0.000    0.000 http.py:11(validate_response)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 _ssl_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 remote_connection.py:23(ChromiumRemoteConnection)
        1    0.000    0.000    0.000    0.000 poolmanager.py:162(PoolManager)
        1    0.000    0.000    0.000    0.000 __init__.py:821(Prepared)
        1    0.000    0.000    0.000    0.000 variables.py:18(Atom)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        1    0.000    0.000    0.000    0.000 typing.py:1984(_allow_reckless_class_checks)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        2    0.000    0.000    0.000    0.000 inspect.py:3284(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:899(PathDistribution)
        1    0.000    0.000    0.000    0.000 options.py:24(ElementScrollBehavior)
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        1    0.000    0.000    0.000    0.000 storage.py:164(PartitionKey)
       16    0.000    0.000    0.000    0.000 feedparser.py:126(__iter__)
        2    0.000    0.000    0.000    0.000 parse.py:978(urlencode)
       14    0.000    0.000    0.000    0.000 typing.py:2204(<genexpr>)
        1    0.000    0.000    0.000    0.000 account.py:22(LoginState)
        1    0.000    0.000    0.000    0.000 interaction.py:39(Pause)
        1    0.000    0.000    0.000    0.000 network.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:65(NoSuchElementException)
        1    0.000    0.000    0.000    0.000 base_events.py:275(Server)
        1    0.000    0.000    0.000    0.000 variables.py:29(Literal)
        1    0.000    0.000    0.000    0.000 parse.py:1120(_splithost)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:850(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:1078(unwrap)
        8    0.000    0.000    0.000    0.000 __init__.py:1301(__init__)
        8    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.009    0.009 webdriver.py:401(execute_cdp_cmd)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        5    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
        2    0.000    0.000    0.000    0.000 __init__.py:458(validate)
        1    0.000    0.000    0.001    0.001 __init__.py:444(PercentStyle)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:980(NoExtraItemsType)
        2    0.000    0.000    0.000    0.000 inspect.py:3082(replace)
        3    0.000    0.000    0.000    0.000 _local.py:237(_format_parsed_parts)
        6    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:477(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 minidom.py:1243(ReadOnlySequentialNamedNodeMap)
        1    0.000    0.000    0.000    0.000 permissions.py:41(Permissions)
        1    0.000    0.000    0.000    0.000 unix_events.py:1255(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 desired_capabilities.py:20(DesiredCapabilities)
        1    0.000    0.000    0.000    0.000 __init__.py:439(SAXTreeBuilder)
        1    0.000    0.000    0.000    0.000 download_manager.py:9(DownloadManager)
       22    0.000    0.000    0.000    0.000 dataclasses.py:705(_is_kw_only)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
        1    0.000    0.000    0.000    0.000 parser.py:40(Position)
        1    0.000    0.000    0.000    0.000 element.py:2692(find)
        1    0.000    0.000    0.000    0.000 options.py:24(Options)
        3    0.000    0.000    0.000    0.000 connection.py:182(host)
        1    0.000    0.000    0.000    0.000 sslproto.py:31(AppProtocolState)
        1    0.000    0.000    0.000    0.000 _request_methods.py:20(RequestMethods)
        1    0.000    0.000    0.000    0.000 driver.py:6(Driver)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
        1    0.000    0.000    1.649    1.649 webdriver.py:461(get)
        9    0.000    0.000    0.000    0.000 typing.py:3112(_namedtuple_mro_entries)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 minicompat.py:50(NodeList)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        1    0.000    0.000    0.000    0.000 subprocess.py:130(CalledProcessError)
        1    0.000    0.000    0.000    0.000 network.py:21(NetworkEvent)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 css_match.py:1562(SoupSieve)
        7    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        1    0.000    0.000    0.000    0.000 keys.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sessions.py:454(__exit__)
        1    0.000    0.000    0.000    0.000 _typing.py:45(_RegularExpressionProtocol)
        1    0.000    0.000    0.000    0.000 request.py:47(_TYPE_FAILEDTELL)
        5    0.000    0.000    0.000    0.000 retry.py:270(from_int)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:273(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        2    0.000    0.000    0.000    0.000 inspect.py:2468(_descriptor_get)
        1    0.000    0.000    0.000    0.000 subprocess.py:106(_del_safe)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 browsing_context.py:168(DownloadWillBeginParams)
        1    0.000    0.000    0.000    0.000 connection.py:324(connect)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2291(IPv6Network)
        2    0.000    0.000    0.000    0.000 socket.py:523(type)
        1    0.000    0.000    0.000    0.000 connectionpool.py:67(ConnectionPool)
        1    0.000    0.000    0.000    0.000 calendar.py:449(HTMLCalendar)
       13    0.000    0.000    0.000    0.000 typing.py:840(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:292(__subclasshook__)
        1    0.000    0.000    0.000    0.000 parser.py:33(Binding)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 events.py:632(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 download_manager.py:22(__init__)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        1    0.000    0.000    0.000    0.000 queues.py:282(PriorityQueue)
        1    0.000    0.000    0.000    0.000 webextension.py:24(WebExtension)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:330(HTMLParserTreeBuilder)
        2    0.000    0.000    0.000    0.000 __init__.py:1119(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:743(Cookie)
        1    0.000    0.000    0.000    0.000 css_types.py:323(SelectorLang)
        1    0.000    0.000    0.000    0.000 streams.py:309(StreamWriter)
        1    0.000    0.000    0.000    0.000 _cookiejar.py:24(SimpleCookieJar)
        1    0.000    0.000    0.000    0.000 tarfile.py:306(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 netrc.py:10(NetrcParseError)
        1    0.000    0.000    0.000    0.000 element.py:308(ContentMetaAttributeValue)
        6    0.000    0.000    0.000    0.000 typing.py:1754(<genexpr>)
